Fecha;Hora Exacta;Hora;latitude;longitude;depth;mag;magType;;;;;;;
22-11-1960;12:28:54;12;-40.134;-74.788;20;6.2;mw;;;;;;;
09-11-1960;20:06:20;20;-23.266;-70.372;35;6.2;mw;;;;;;;
01-11-1960;8:45:59;8;-38.467;-75.031;20;7.4;mw;;;;;;;
30-10-1960;12:14:37;12;-23.483;-70.265;35;6.2;mw;;;;;;;
13-08-1960;14:14:56;14;-39.964;-74.783;25;6.7;mw;;;;;;;
27-07-1960;10:04:57;10;-44.735;-76.121;20;6.1;mw;;;;;;;
29-06-1960;1:57:19;1;-42.904;-73.836;25;6.1;mw;;;;;;;
20-06-1960;12:59:46;12;-39.071;-72.813;25;6.9;mw;;;;;;;
20-06-1960;2:01:14;2;-38.154;-72.917;25;7;mw;;;;;;;
06-06-1960;5:55:48;5;-45.785;-72.889;15;7.8;mw;;;;;;;
02-06-1960;5:58:06;5;-46.215;-74.058;15;6.1;mw;;;;;;;
01-06-1960;5:03:02;5;-37.895;-73.014;35;6.1;mw;;;;;;;
31-05-1960;2:40:04;2;-39.649;-75.612;15;6;mw;;;;;;;
29-05-1960;7:39:33;7;-37.689;-72.436;25;6.3;mw;;;;;;;
28-05-1960;11:05:47;11;-37.713;-72.77;25;6;mw;;;;;;;
25-05-1960;8:34:42;8;-44.808;-75.985;20;6.7;mw;;;;;;;
24-05-1960;20:32:46;20;-50.88;-73.157;15;6;mw;;;;;;;
23-05-1960;10:38:04;10;-43.642;-73.613;20;6.1;mw;;;;;;;
23-05-1960;9:52:22;9;-37.859;-73.152;25;6.2;mw;;;;;;;
23-05-1960;7:09:21;7;-48.089;-75.698;20;6.1;mw;;;;;;;
23-05-1960;5:13:39;5;-38.162;-72.691;25;6.4;mw;;;;;;;
23-05-1960;2:56:20;2;-43.1;-75.287;20;6.2;mw;;;;;;;
23-05-1960;2:46:35;2;-41.579;-73.367;25;6.2;mw;;;;;;;
23-05-1960;0:25:48;0;-38.543;-73.866;20;6.5;mw;;;;;;;
22-05-1960;19:11:20;19;-38.143;-73.407;25;9.5;mw;;;;;;;
22-05-1960;18:56:02;18;-38.061;-73.039;25;7.8;mw;;;;;;;
22-05-1960;10:32:47;10;-37.86;-73.149;25;6.8;mw;;;;;;;
22-05-1960;10:30:44;10;-37.775;-73.017;25;7.1;mw;;;;;;;
21-05-1960;13:00:04;13;-37.364;-73.194;25;6.2;mw;;;;;;;
21-05-1960;10:02:57;10;-37.824;-73.353;25;8.1;mw;;;;;;;
